X Y Z
14.920767 24.817718 10.000000
14.922447 26.868277 10.000000
14.944889 27.868890 10.000000
14.974609 28.826392 10.000000
14.930769 29.890505 10.000000
14.956399 30.830458 10.000000
14.897123 31.856927 10.000000
14.963076 32.827454 10.000000
14.978795 33.847693 10.000000
14.918071 34.866229 10.000000
15.960586 13.869500 10.000000
15.942058 14.887140 10.000000
15.966602 15.886288 10.000000
15.933253 19.864868 10.000000
15.881793 20.912725 10.000000
15.952843 22.897488 10.000000
15.947953 23.839179 10.000000
15.886789 26.900239 10.000000
15.942390 27.910774 10.000000
15.896344 28.888968 10.000000
15.911225 29.866566 10.000000
15.896740 30.857209 10.000000
15.953161 31.904271 10.000000
15.894047 34.909196 10.000000
15.918864 35.848610 10.000000
16.907161 13.843394 10.000000
16.918590 16.895388 10.000000
16.907630 17.830945 10.000000
16.949166 19.886218 10.000000
16.927305 20.828954 10.000000
16.947672 21.824264 10.000000
16.895154 22.840199 10.000000
16.891235 23.842024 10.000000
16.954039 24.865542 10.000000
16.967318 25.911911 10.000000
16.906697 26.896505 10.000000
16.974310 27.869895 10.000000
16.879027 28.873821 10.000000
16.959081 29.826845 10.000000
16.933068 30.824447 10.000000
16.891825 32.844352 10.000000
16.965020 33.884125 10.000000
16.915547 34.822825 10.000000
16.977787 35.859667 10.000000
17.933155 12.823711 10.000000
17.902275 13.874780 10.000000
17.895872 14.900557 10.000000
17.880486 15.857112 10.000000
17.882207 16.892310 10.000000
17.969007 17.826523 10.000000
17.936438 18.902105 10.000000
17.936964 19.902788 10.000000
17.924371 20.892386 10.000000
17.937975 21.861182 10.000000
17.963814 22.837701 10.000000
17.924332 23.869624 10.000000
17.930752 24.867283 10.000000
17.924052 25.885886 10.000000
17.907160 26.867106 10.000000
17.927845 27.841157 10.000000
17.919222 28.819153 10.000000
17.915352 29.893292 10.000000
17.916547 30.910071 10.000000
17.920892 31.876908 10.000000
17.965529 33.885032 10.000000
17.892327 34.910041 10.000000
17.886336 35.875720 10.000000
18.959468 12.885660 10.000000
18.931560 13.895183 10.000000
18.971030 14.841929 10.000000
18.902748 16.869467 10.000000
18.946744 17.884827 10.000000
18.939321 18.871553 10.000000
18.880081 19.853891 10.000000
18.942553 20.896608 10.000000
18.903359 21.897606 10.000000
18.964047 22.819870 10.000000
18.931177 23.821567 10.000000
18.915731 24.851037 10.000000
18.969974 26.909150 10.000000
18.961786 27.910837 10.000000
18.943038 28.830001 10.000000
18.945637 29.906768 10.000000
18.897400 30.879524 10.000000
18.948795 31.860444 10.000000
18.933009 32.882541 10.000000
18.963223 33.820745 10.000000
18.920818 34.830502 10.000000
19.898070 12.878206 10.000000
19.952499 13.843040 10.000000
19.964367 14.849825 10.000000
19.955257 15.819847 10.000000
19.952528 16.843817 10.000000
19.928769 17.881843 10.000000
19.975575 18.837218 10.000000
19.931559 20.900923 10.000000
19.965746 23.826315 10.000000
19.930984 24.912977 10.000000
19.898152 27.837255 10.000000
19.918838 28.856638 10.000000
19.942306 29.822251 10.000000
19.971937 30.845933 10.000000
19.950779 31.897101 10.000000
19.907418 32.842672 10.000000
19.946421 33.876610 10.000000
19.934790 34.820634 10.000000
20.915252 11.893544 10.000000
20.969261 14.835830 10.000000
20.943696 15.821214 10.000000
20.924001 16.815272 10.000000
20.895688 17.835403 10.000000
20.890798 19.847342 10.000000
20.925881 20.868781 10.000000
20.974889 21.861291 10.000000
20.885277 22.857860 10.000000
20.941981 23.873617 10.000000
20.918598 24.827883 10.000000
20.948329 25.881412 10.000000
20.978601 26.908763 10.000000
20.949138 27.850332 10.000000
20.894725 28.828088 10.000000
20.917430 29.862139 10.000000
20.964604 31.912803 10.000000
20.963195 32.901890 10.000000
20.956522 33.911289 10.000000
21.881446 11.893578 10.000000
21.934607 12.819637 10.000000
21.883952 13.855533 10.000000
21.971563 14.895751 10.000000
21.881406 15.825740 10.000000
21.924766 16.825158 10.000000
21.898387 17.892474 10.000000
21.896077 18.893985 10.000000
21.886752 19.862228 10.000000
21.912183 20.891031 10.000000
21.954056 21.875938 10.000000
21.893789 22.852178 10.000000
21.963071 24.909760 10.000000
21.952733 25.818692 10.000000
21.960968 26.882379 10.000000
21.906167 27.860272 10.000000
21.919059 28.880916 10.000000
21.914614 29.871880 10.000000
21.966308 30.849518 10.000000
21.889732 31.865487 10.000000
21.977242 32.901940 10.000000
21.972761 33.883941 10.000000
22.932730 11.870380 10.000000
22.879629 12.893865 10.000000
22.880522 13.891426 10.000000
22.942295 14.883458 10.000000
22.904107 16.822035 10.000000
22.921809 17.837081 10.000000
22.934449 18.842546 10.000000
22.883708 20.903449 10.000000
22.942006 21.903424 10.000000
22.903349 22.886462 10.000000
22.959666 23.881509 10.000000
22.947931 24.855406 10.000000
22.895410 25.814398 10.000000
22.914952 26.882539 10.000000
22.888502 27.839480 10.000000
22.902758 29.902323 10.000000
22.923035 30.860867 10.000000
22.889692 31.868872 10.000000
22.891901 32.835142 10.000000
23.960478 11.816557 10.000000
23.894238 12.829546 10.000000
23.893839 13.893570 10.000000
23.903917 14.815913 10.000000
23.962738 15.901257 10.000000
23.881141 16.855572 10.000000
23.890633 17.821797 10.000000
23.964750 19.892943 10.000000
23.950083 20.906583 10.000000
23.922080 21.832527 10.000000
23.911087 22.894746 10.000000
23.904213 23.825454 10.000000
23.938222 24.855546 10.000000
23.969419 25.882718 10.000000
23.931523 26.813300 10.000000
23.917517 27.833168 10.000000
23.941758 28.824818 10.000000
23.909274 29.825309 10.000000
23.944565 30.830697 10.000000
23.911106 31.908800 10.000000
23.906799 32.890365 10.000000
24.943461 11.860838 10.000000
24.905581 12.823485 10.000000
24.911510 13.867791 10.000000
24.907580 14.905502 10.000000
24.909713 15.899965 10.000000
24.963921 16.842540 10.000000
24.926802 17.835275 10.000000
24.955438 18.905488 10.000000
24.971789 19.894926 10.000000
24.977039 21.814836 10.000000
24.955137 22.855991 10.000000
24.964218 23.856367 10.000000
24.912451 24.900329 10.000000
24.975676 25.815434 10.000000
24.899411 26.911997 10.000000
24.974325 27.827590 10.000000
24.900400 28.890429 10.000000
24.933873 29.813616 10.000000
24.889055 31.885425 10.000000
24.918916 32.863172 10.000000
25.894815 11.846173 10.000000
25.890170 12.838334 10.000000
25.941173 13.894000 10.000000
25.923628 14.838879 10.000000
25.918942 15.883026 10.000000
25.915768 16.892400 10.000000
25.963478 19.868422 10.000000
25.899042 20.863305 10.000000
25.879175 21.834626 10.000000
25.927174 22.861393 10.000000
25.933418 23.827690 10.000000
25.943813 24.836765 10.000000
25.907140 25.837134 10.000000
25.882793 26.888076 10.000000
25.914242 27.840853 10.000000
25.967209 28.900816 10.000000
25.970067 30.901591 10.000000
25.919638 31.893298 10.000000
26.892586 11.873876 10.000000
26.960070 13.887722 10.000000
26.915542 15.847034 10.000000
26.964770 16.830925 10.000000
26.908213 17.894431 10.000000
26.903213 18.835367 10.000000
26.930418 20.836023 10.000000
26.885768 21.889316 10.000000
26.946624 23.884452 10.000000
26.969250 24.832192 10.000000
26.920036 25.912678 10.000000
26.978693 26.871738 10.000000
26.932976 27.834341 10.000000
26.963277 28.900746 10.000000
26.899825 29.817362 10.000000
26.894498 30.857946 10.000000
26.959193 31.863212 10.000000
27.932322 12.901689 10.000000
27.892253 13.847466 10.000000
27.966784 15.890452 10.000000
27.921013 16.891281 10.000000
27.894067 17.847038 10.000000
27.879825 18.866478 10.000000
27.919916 19.817443 10.000000
27.957520 20.823632 10.000000
27.893254 21.848765 10.000000
27.937409 22.820343 10.000000
27.888976 23.863556 10.000000
27.928795 24.896061 10.000000
27.908167 25.841142 10.000000
27.952605 26.857319 10.000000
27.953372 27.846232 10.000000
27.897591 28.828279 10.000000
27.941633 29.817502 10.000000
27.900337 30.861133 10.000000
28.960791 12.878564 10.000000
28.894132 13.820726 10.000000
28.948548 14.888692 10.000000
28.961943 15.873585 10.000000
28.914071 16.897422 10.000000
28.884385 17.864776 10.000000
28.912900 18.900398 10.000000
28.963059 19.851634 10.000000
28.912717 20.865665 10.000000
28.887761 21.878020 10.000000
28.967731 23.820477 10.000000
28.968772 24.825282 10.000000
28.977858 25.903552 10.000000
28.890401 26.829625 10.000000
28.908999 27.846227 10.000000
28.893225 28.816086 10.000000
28.933246 29.878041 10.000000
28.933731 30.877434 10.000000
29.973961 12.823354 10.000000
29.968560 13.886777 10.000000
29.911984 14.895946 10.000000
29.906953 15.821498 10.000000
29.897913 16.853414 10.000000
29.922244 17.853683 10.000000
29.903541 18.857851 10.000000
29.966541 19.817837 10.000000
29.937489 20.900085 10.000000
29.957087 21.869375 10.000000
29.946870 22.863136 10.000000
29.897014 23.863515 10.000000
29.938311 24.878351 10.000000
29.961019 25.853212 10.000000
29.976413 26.839662 10.000000
29.933108 27.813050 10.000000
29.924653 28.862948 10.000000
29.976916 29.839878 10.000000
29.891267 30.835689 10.000000
30.901951 13.882595 10.000000
30.886689 14.899312 10.000000
30.891905 15.819592 10.000000
30.881280 16.829423 10.000000
30.966566 17.904597 10.000000
30.951628 18.882149 10.000000
30.916680 19.906371 10.000000
30.907941 20.854882 10.000000
30.971460 22.876553 10.000000
30.895524 23.853909 10.000000
30.912425 24.843340 10.000000
30.940907 25.864748 10.000000
30.965847 28.895523 10.000000
30.931800 29.910034 10.000000
31.953666 14.827853 10.000000
31.955364 17.865694 10.000000
31.970841 18.860738 10.000000
31.912843 20.851968 10.000000
31.896220 21.859497 10.000000
31.885553 22.852092 10.000000
31.886931 23.825365 10.000000
31.884795 24.834588 10.000000
31.892105 25.858477 10.000000
31.883802 26.817898 10.000000
31.920905 27.892086 10.000000
31.946002 28.887458 10.000000
31.880864 29.839011 10.000000
32.880778 14.882790 10.000000
32.924497 15.851871 10.000000
32.899222 16.856900 10.000000
32.888534 17.867569 10.000000
32.915501 18.836569 10.000000
32.901537 19.868742 10.000000
32.933280 20.888660 10.000000
32.915289 21.860632 10.000000
32.957123 22.833583 10.000000
32.908238 23.826369 10.000000
32.931572 24.875911 10.000000
32.906331 25.888771 10.000000
32.885367 26.878150 10.000000
32.978770 28.868006 10.000000
33.916204 14.843477 10.000000
33.938537 15.825000 10.000000
33.895168 16.852468 10.000000
33.940905 17.841213 10.000000
33.958248 18.820644 10.000000
33.889119 19.884650 10.000000
33.937070 20.872471 10.000000
33.892325 21.862639 10.000000
33.928582 22.845849 10.000000
33.932587 23.865878 10.000000
33.963807 24.890579 10.000000
33.900814 25.898334 10.000000
33.939008 26.850381 10.000000
33.878975 27.885612 10.000000
34.947568 14.859198 10.000000
34.894484 15.819198 10.000000
34.904514 16.830730 10.000000
34.887018 17.873275 10.000000
34.902441 18.890362 10.000000
34.951841 19.844147 10.000000
34.939491 20.868246 10.000000
34.919423 21.828569 10.000000
34.960447 22.822291 10.000000
34.928904 23.860088 10.000000
34.958168 24.820727 10.000000
34.915948 26.870066 10.000000
34.954456 27.831740 10.000000
35.970000 15.841518 10.000000
35.937140 16.881731 10.000000
35.950181 17.878537 10.000000
35.897580 19.848525 10.000000
35.944175 21.857595 10.000000
35.976337 22.895512 10.000000
35.967406 23.857818 10.000000
35.885757 24.906171 10.000000
35.966052 25.847440 10.000000
35.898180 26.830267 10.000000
35.881247 27.863495 10.000000
36.886288 15.853836 10.000000
36.912510 16.847705 10.000000
36.953010 17.858369 10.000000
36.938435 18.900826 10.000000
36.924466 19.904113 10.000000
36.894373 20.892674 10.000000
36.911100 21.878313 10.000000
36.956482 22.841662 10.000000
36.887192 23.869173 10.000000
36.879218 26.827320 10.000000
36.941999 27.871969 10.000000
37.933401 15.854287 10.000000
37.930534 17.817240 10.000000
37.941063 18.848257 10.000000
37.910947 19.869916 10.000000
37.930255 20.898023 10.000000
37.932355 22.840020 10.000000
37.883774 23.899336 10.000000
37.936013 24.816844 10.000000
37.903452 25.895913 10.000000
37.972387 26.834489 10.000000
